user_id,role,action,timestamp
U46,coach,upload,2025-01-07 16:12:00
U6,player,annotate,2025-01-02 03:42:00
U83,analyst,login,2025-01-07 00:38:00
U1,player,review,2025-01-06 00:14:00
U71,analyst,upload,2025-01-02 14:27:00
U34,analyst,review,2025-01-04 20:55:00
U56,analyst,annotate,2025-01-07 15:56:00
U83,player,review,2025-01-03 05:02:00
U97,coach,annotate,2025-01-06 17:56:00
U26,analyst,login,2025-01-05 22:04:00
U42,player,review,2025-01-03 03:51:00
U91,analyst,upload,2025-01-01 21:05:00
U38,coach,review,2025-01-06 08:56:00
U26,analyst,review,2025-01-06 00:12:00
U99,player,annotate,2025-01-01 22:58:00
U59,analyst,annotate,2025-01-06 17:33:00
U84,player,upload,2025-01-02 03:49:00
U24,coach,login,2025-01-07 15:42:00
U21,coach,login,2025-01-02 03:07:00
U60,analyst,annotate,2025-01-04 16:29:00
U90,coach,upload,2025-01-04 14:39:00
U20,player,review,2025-01-06 15:54:00
U6,analyst,upload,2025-01-04 22:19:00
U67,player,upload,2025-01-07 18:27:00
U10,analyst,upload,2025-01-05 18:07:00
U12,player,login,2025-01-03 10:18:00
U97,analyst,review,2025-01-05 05:07:00
U22,player,upload,2025-01-06 19:00:00
U62,player,login,2025-01-03 14:44:00
U61,analyst,login,2025-01-01 05:12:00
U80,player,annotate,2025-01-07 18:30:00
U17,coach,review,2025-01-07 09:05:00
U10,player,upload,2025-01-04 21:41:00
U12,analyst,review,2025-01-05 06:37:00
U83,coach,annotate,2025-01-07 00:19:00
U40,coach,annotate,2025-01-07 12:08:00
U23,player,upload,2025-01-04 03:13:00
U40,player,login,2025-01-03 05:06:00
U74,player,annotate,2025-01-01 10:02:00
U74,coach,login,2025-01-04 09:16:00
U50,coach,annotate,2025-01-03 18:19:00
U10,coach,review,2025-01-03 04:28:00
U94,analyst,upload,2025-01-01 05:20:00
U4,analyst,annotate,2025-01-07 13:04:00
U1,player,review,2025-01-06 02:53:00
U43,analyst,annotate,2025-01-07 01:02:00
U83,analyst,upload,2025-01-02 06:11:00
U5,player,review,2025-01-06 17:15:00
U94,player,login,2025-01-07 04:58:00
U90,coach,annotate,2025-01-01 13:49:00
U34,coach,annotate,2025-01-05 19:48:00
U66,player,review,2025-01-06 17:47:00
U24,player,upload,2025-01-05 04:22:00
U14,analyst,annotate,2025-01-01 13:16:00
U41,analyst,review,2025-01-03 08:37:00
U42,analyst,upload,2025-01-06 11:22:00
U13,player,annotate,2025-01-03 19:01:00
U29,player,review,2025-01-04 02:21:00
U65,coach,upload,2025-01-05 16:46:00
U46,analyst,annotate,2025-01-02 04:19:00
U34,coach,annotate,2025-01-04 18:36:00
U63,player,upload,2025-01-03 09:42:00
U4,analyst,upload,2025-01-01 05:44:00
U28,coach,review,2025-01-05 12:39:00
U83,player,annotate,2025-01-06 01:55:00
U1,coach,annotate,2025-01-02 22:47:00
U36,analyst,review,2025-01-06 04:00:00
U13,coach,annotate,2025-01-02 18:55:00
U5,coach,annotate,2025-01-02 08:30:00
U97,player,annotate,2025-01-06 05:26:00
U14,analyst,login,2025-01-06 20:20:00
U80,coach,upload,2025-01-04 09:30:00
U32,player,login,2025-01-01 21:03:00
U50,analyst,login,2025-01-06 05:18:00
U27,player,upload,2025-01-03 17:54:00
U35,analyst,login,2025-01-05 07:36:00
U3,player,review,2025-01-04 00:38:00
U4,player,login,2025-01-05 22:38:00
U7,player,review,2025-01-03 15:55:00
U77,coach,upload,2025-01-02 05:48:00
U3,coach,annotate,2025-01-05 11:04:00
U81,player,upload,2025-01-06 20:41:00
U59,analyst,upload,2025-01-02 10:06:00
U74,player,login,2025-01-02 11:46:00
U1,coach,upload,2025-01-03 20:24:00
U28,analyst,upload,2025-01-07 22:17:00
U59,coach,review,2025-01-07 06:39:00
U53,player,annotate,2025-01-05 15:31:00
U10,coach,login,2025-01-03 05:47:00
U71,coach,annotate,2025-01-06 17:57:00
U3,coach,annotate,2025-01-02 14:39:00
U7,player,annotate,2025-01-04 22:55:00
U9,coach,login,2025-01-01 03:22:00
U99,player,upload,2025-01-03 00:22:00
U90,player,annotate,2025-01-06 21:56:00
U69,coach,login,2025-01-07 12:21:00
U13,analyst,upload,2025-01-07 14:01:00
U94,coach,annotate,2025-01-04 08:22:00
U40,coach,review,2025-01-03 04:04:00
U62,coach,login,2025-01-01 21:34:00
U62,analyst,annotate,2025-01-03 13:49:00
U10,analyst,login,2025-01-02 09:45:00
U87,player,review,2025-01-04 20:48:00
U11,analyst,login,2025-01-01 06:25:00
U76,analyst,upload,2025-01-05 02:25:00
U62,coach,annotate,2025-01-06 10:57:00
U77,player,login,2025-01-02 17:18:00
U56,player,login,2025-01-01 01:07:00
U49,analyst,annotate,2025-01-04 07:36:00
U16,analyst,review,2025-01-02 13:55:00
U73,coach,review,2025-01-01 08:36:00
U74,analyst,annotate,2025-01-02 23:31:00
U93,analyst,annotate,2025-01-03 22:32:00
U9,player,upload,2025-01-03 20:58:00
U33,analyst,login,2025-01-01 11:52:00
U88,coach,login,2025-01-01 02:20:00
U35,player,review,2025-01-06 23:19:00
U75,player,upload,2025-01-05 23:57:00
U39,analyst,login,2025-01-05 13:09:00
U77,coach,upload,2025-01-06 23:59:00
U87,player,annotate,2025-01-02 05:17:00
U25,coach,login,2025-01-06 07:55:00
U80,coach,annotate,2025-01-06 23:12:00
U56,analyst,review,2025-01-01 05:46:00
U48,coach,review,2025-01-06 19:35:00
U85,player,annotate,2025-01-05 11:22:00
U10,analyst,review,2025-01-01 10:13:00
U41,player,annotate,2025-01-03 20:34:00
U83,coach,annotate,2025-01-02 19:42:00
U99,coach,annotate,2025-01-03 19:49:00
U59,analyst,review,2025-01-06 15:29:00
U28,analyst,review,2025-01-01 19:00:00
U41,player,review,2025-01-07 20:46:00
U66,player,annotate,2025-01-02 02:35:00
U51,coach,upload,2025-01-02 08:18:00
U62,analyst,review,2025-01-07 19:12:00
U30,coach,upload,2025-01-04 15:19:00
U40,coach,review,2025-01-07 00:39:00
U40,player,login,2025-01-05 03:32:00
U69,player,login,2025-01-03 10:32:00
U62,player,login,2025-01-02 08:56:00
U15,analyst,upload,2025-01-06 04:31:00
U100,player,review,2025-01-07 12:20:00
U3,analyst,annotate,2025-01-05 13:01:00
U24,coach,upload,2025-01-03 15:47:00
U41,analyst,review,2025-01-06 15:24:00
U63,player,login,2025-01-01 21:53:00
U48,analyst,upload,2025-01-03 14:55:00
U61,analyst,review,2025-01-04 23:24:00
U48,player,annotate,2025-01-02 01:17:00
U47,player,upload,2025-01-06 05:27:00
U56,coach,annotate,2025-01-07 14:20:00
U76,analyst,upload,2025-01-03 16:09:00
U8,coach,login,2025-01-02 14:41:00
U78,coach,login,2025-01-05 16:36:00
U18,analyst,login,2025-01-04 02:44:00
U84,coach,annotate,2025-01-07 11:47:00
U23,analyst,login,2025-01-04 14:48:00
U69,coach,annotate,2025-01-07 16:13:00
U65,coach,annotate,2025-01-04 18:15:00
U46,analyst,annotate,2025-01-06 01:31:00
U66,player,login,2025-01-02 16:59:00
U80,analyst,review,2025-01-04 10:09:00
U69,player,annotate,2025-01-04 19:09:00
U22,analyst,review,2025-01-01 23:51:00
U65,analyst,annotate,2025-01-01 01:39:00
U12,player,login,2025-01-04 07:11:00
U19,player,login,2025-01-05 15:23:00
U22,analyst,login,2025-01-02 19:05:00
U55,analyst,upload,2025-01-02 00:24:00
U62,analyst,login,2025-01-04 14:09:00
U51,player,review,2025-01-01 15:51:00
U48,analyst,annotate,2025-01-01 20:59:00
U17,player,review,2025-01-01 01:12:00
U13,coach,upload,2025-01-05 17:52:00
U28,player,review,2025-01-02 02:42:00
U67,coach,annotate,2025-01-02 04:11:00
U5,analyst,annotate,2025-01-07 03:45:00
U100,analyst,login,2025-01-01 01:08:00
U60,player,upload,2025-01-05 02:12:00
U15,coach,upload,2025-01-04 01:45:00
U81,analyst,review,2025-01-02 16:14:00
U44,analyst,login,2025-01-01 08:51:00
U46,coach,login,2025-01-06 00:18:00
U29,analyst,login,2025-01-02 01:42:00
U68,analyst,annotate,2025-01-01 17:19:00
U96,player,upload,2025-01-07 14:37:00
U49,analyst,review,2025-01-03 21:16:00
U43,coach,review,2025-01-02 17:32:00
U68,analyst,review,2025-01-05 21:36:00
U77,player,login,2025-01-03 17:27:00
U20,analyst,upload,2025-01-04 17:07:00
U18,coach,upload,2025-01-03 21:56:00
U64,analyst,annotate,2025-01-03 18:24:00
U49,coach,annotate,2025-01-01 03:29:00
U42,player,annotate,2025-01-07 00:57:00
U12,analyst,review,2025-01-05 23:01:00
U89,analyst,review,2025-01-02 10:19:00
U94,player,upload,2025-01-05 15:04:00
U79,coach,annotate,2025-01-04 14:56:00
U36,coach,review,2025-01-05 19:35:00
U8,analyst,annotate,2025-01-05 09:24:00
U28,coach,annotate,2025-01-03 16:07:00
U86,coach,upload,2025-01-06 11:13:00
U60,analyst,upload,2025-01-07 13:29:00
U49,coach,review,2025-01-04 18:31:00
U38,coach,upload,2025-01-03 20:56:00
U80,analyst,annotate,2025-01-06 16:10:00
U58,analyst,upload,2025-01-05 01:55:00
U5,coach,annotate,2025-01-01 22:02:00
U46,analyst,annotate,2025-01-07 16:32:00
U98,coach,review,2025-01-05 07:53:00
U75,coach,review,2025-01-06 21:29:00
U2,coach,review,2025-01-01 06:44:00
U89,coach,annotate,2025-01-01 12:00:00
U25,analyst,upload,2025-01-06 09:28:00
U1,analyst,review,2025-01-02 14:37:00
U95,player,review,2025-01-07 10:23:00
U69,analyst,upload,2025-01-05 10:55:00
U40,player,upload,2025-01-01 20:07:00
U68,coach,review,2025-01-06 15:01:00
U69,analyst,annotate,2025-01-06 14:25:00
U69,coach,annotate,2025-01-06 19:22:00
U16,player,review,2025-01-07 12:57:00
U54,analyst,upload,2025-01-04 11:19:00
U63,analyst,annotate,2025-01-01 05:25:00
U18,analyst,upload,2025-01-02 05:48:00
U17,analyst,login,2025-01-06 21:09:00
U99,coach,upload,2025-01-03 13:38:00
U82,analyst,upload,2025-01-03 10:10:00
U4,player,login,2025-01-07 06:38:00
U95,analyst,annotate,2025-01-04 13:14:00
U95,player,annotate,2025-01-05 04:55:00
U9,player,annotate,2025-01-03 10:38:00
U31,coach,review,2025-01-05 21:50:00
U5,analyst,login,2025-01-07 00:21:00
U100,player,upload,2025-01-04 23:39:00
U16,analyst,login,2025-01-03 08:55:00
U42,coach,login,2025-01-06 22:32:00
U41,coach,login,2025-01-01 17:29:00
U80,analyst,login,2025-01-04 15:33:00
U84,player,login,2025-01-04 22:12:00
U30,coach,login,2025-01-06 06:39:00
U26,player,review,2025-01-01 02:45:00
U49,player,login,2025-01-07 17:38:00
U31,analyst,login,2025-01-03 03:11:00
U50,coach,annotate,2025-01-05 18:01:00
U15,analyst,login,2025-01-05 03:52:00
U52,analyst,login,2025-01-05 18:44:00
U38,analyst,annotate,2025-01-02 21:14:00
U38,player,annotate,2025-01-06 05:47:00
U60,analyst,annotate,2025-01-05 10:38:00
U20,coach,upload,2025-01-06 01:53:00
U99,player,login,2025-01-02 12:16:00
U87,analyst,login,2025-01-05 09:38:00
U44,coach,login,2025-01-07 06:03:00
U89,analyst,annotate,2025-01-04 04:48:00
U63,analyst,review,2025-01-06 04:52:00
U50,analyst,login,2025-01-04 10:50:00
U22,player,annotate,2025-01-02 04:08:00
U72,analyst,annotate,2025-01-04 22:54:00
U54,coach,annotate,2025-01-05 19:34:00
U9,analyst,upload,2025-01-02 20:49:00
U15,analyst,annotate,2025-01-02 00:51:00
U48,player,review,2025-01-06 08:30:00
U20,analyst,upload,2025-01-07 21:11:00
U35,coach,annotate,2025-01-05 17:24:00
U67,coach,review,2025-01-05 19:01:00
U60,analyst,review,2025-01-05 16:04:00
U98,coach,login,2025-01-01 14:54:00
U34,coach,annotate,2025-01-01 08:38:00
U100,analyst,annotate,2025-01-07 21:55:00
U99,coach,login,2025-01-06 23:28:00
U73,coach,review,2025-01-02 09:59:00
U94,analyst,annotate,2025-01-06 06:07:00
U54,player,login,2025-01-03 05:47:00
U90,player,login,2025-01-07 16:52:00
U12,analyst,review,2025-01-03 02:36:00
U88,player,review,2025-01-07 03:13:00
U19,player,annotate,2025-01-02 09:23:00
U80,player,annotate,2025-01-06 14:54:00
U26,player,upload,2025-01-07 16:00:00
U23,analyst,review,2025-01-01 09:19:00
U33,player,upload,2025-01-04 13:55:00
U57,player,upload,2025-01-05 16:07:00
U30,analyst,login,2025-01-03 15:14:00
U23,analyst,login,2025-01-03 10:32:00
U74,player,annotate,2025-01-03 23:15:00
U36,coach,review,2025-01-01 01:58:00
U95,analyst,review,2025-01-06 09:03:00
U86,analyst,upload,2025-01-02 23:11:00
U43,player,upload,2025-01-01 14:15:00
U66,coach,annotate,2025-01-03 22:18:00
U53,analyst,login,2025-01-04 09:49:00
U87,analyst,review,2025-01-02 06:01:00
U99,analyst,review,2025-01-03 13:59:00
U60,coach,review,2025-01-01 04:34:00
U37,analyst,review,2025-01-05 12:20:00
U61,analyst,login,2025-01-07 01:37:00
U96,coach,annotate,2025-01-02 16:02:00
U53,analyst,annotate,2025-01-04 20:48:00
U12,coach,login,2025-01-05 13:27:00
U35,coach,annotate,2025-01-04 12:13:00
U67,coach,annotate,2025-01-06 05:00:00
U98,player,upload,2025-01-01 04:40:00
U38,analyst,login,2025-01-05 21:47:00
U24,analyst,annotate,2025-01-07 10:01:00
U81,analyst,upload,2025-01-04 03:13:00
U40,coach,login,2025-01-06 00:19:00
U65,player,login,2025-01-04 11:21:00
U57,coach,review,2025-01-02 15:08:00
U72,analyst,upload,2025-01-02 12:08:00
U79,coach,upload,2025-01-03 22:55:00
U45,player,upload,2025-01-01 01:09:00
U89,analyst,login,2025-01-01 13:22:00
U72,coach,review,2025-01-06 04:24:00
U96,player,login,2025-01-03 19:32:00
U13,coach,annotate,2025-01-05 18:10:00
U79,coach,annotate,2025-01-05 08:51:00
U6,analyst,annotate,2025-01-03 12:15:00
U97,player,review,2025-01-03 15:13:00
U71,coach,login,2025-01-05 03:23:00
U97,player,upload,2025-01-05 17:25:00
U47,analyst,annotate,2025-01-02 19:57:00
U93,analyst,annotate,2025-01-06 23:55:00
U44,analyst,login,2025-01-04 18:04:00
U32,player,upload,2025-01-03 23:55:00
U3,player,review,2025-01-06 18:00:00
U54,coach,annotate,2025-01-03 15:29:00
U84,player,annotate,2025-01-06 16:32:00
U78,analyst,annotate,2025-01-03 09:41:00
U92,coach,upload,2025-01-06 11:46:00
U38,player,annotate,2025-01-07 19:07:00
U4,analyst,upload,2025-01-01 08:21:00
U79,analyst,annotate,2025-01-03 22:13:00
U17,coach,annotate,2025-01-05 00:15:00
U37,analyst,upload,2025-01-06 15:10:00
U88,player,upload,2025-01-05 20:48:00
U36,analyst,review,2025-01-01 23:17:00
U58,coach,login,2025-01-03 08:56:00
U41,analyst,annotate,2025-01-01 16:35:00
U8,analyst,annotate,2025-01-02 20:53:00
U67,player,login,2025-01-04 09:38:00
U30,player,login,2025-01-02 22:19:00
U86,player,login,2025-01-04 01:48:00
U52,player,annotate,2025-01-03 18:37:00
U97,analyst,annotate,2025-01-01 23:19:00
U25,player,annotate,2025-01-05 11:50:00
U52,analyst,upload,2025-01-07 07:53:00
U59,player,review,2025-01-03 11:59:00
U30,player,review,2025-01-03 22:32:00
U67,player,login,2025-01-05 09:43:00
U4,analyst,login,2025-01-06 19:58:00
U93,player,annotate,2025-01-02 14:29:00
U57,analyst,review,2025-01-03 15:03:00
U63,player,review,2025-01-05 14:31:00
U32,player,upload,2025-01-03 08:17:00
U87,coach,annotate,2025-01-07 02:25:00
U83,player,annotate,2025-01-05 09:08:00
U79,analyst,review,2025-01-05 07:43:00
U51,coach,review,2025-01-05 18:08:00
U63,analyst,upload,2025-01-06 05:52:00
U80,analyst,upload,2025-01-03 22:27:00
U87,coach,annotate,2025-01-06 05:12:00
U1,player,upload,2025-01-06 08:29:00
U19,coach,review,2025-01-06 06:23:00
U35,analyst,annotate,2025-01-01 23:49:00
U63,player,review,2025-01-03 20:39:00
U94,coach,annotate,2025-01-04 18:31:00
U81,analyst,annotate,2025-01-02 16:45:00
U26,player,review,2025-01-07 11:49:00
U13,analyst,annotate,2025-01-05 14:35:00
U86,player,annotate,2025-01-02 18:07:00
U23,player,upload,2025-01-04 22:04:00
U97,coach,review,2025-01-06 10:20:00
U91,player,review,2025-01-04 17:00:00
U35,analyst,upload,2025-01-01 16:15:00
U12,player,annotate,2025-01-06 06:04:00
U9,analyst,login,2025-01-04 10:03:00
U98,player,login,2025-01-06 08:19:00
U78,player,review,2025-01-03 01:29:00
U67,coach,upload,2025-01-07 20:59:00
U44,player,annotate,2025-01-06 16:04:00
U61,player,upload,2025-01-04 08:58:00
U21,analyst,annotate,2025-01-01 18:47:00
U7,analyst,review,2025-01-01 16:50:00
U97,analyst,review,2025-01-03 06:30:00
U99,player,login,2025-01-04 10:51:00
U11,analyst,upload,2025-01-05 14:49:00
U45,analyst,review,2025-01-07 00:52:00
U32,player,upload,2025-01-01 13:47:00
U86,analyst,review,2025-01-03 12:39:00
U83,coach,annotate,2025-01-06 09:44:00
U36,coach,annotate,2025-01-03 09:18:00
U37,analyst,login,2025-01-02 20:03:00
U75,analyst,review,2025-01-07 18:24:00
U41,analyst,login,2025-01-04 23:24:00
U77,player,login,2025-01-04 04:22:00
U92,coach,review,2025-01-04 14:19:00
U49,coach,review,2025-01-03 23:25:00
U15,analyst,annotate,2025-01-03 19:10:00
U13,analyst,login,2025-01-07 06:35:00
U53,player,annotate,2025-01-06 10:26:00
U33,player,upload,2025-01-04 04:56:00
U72,coach,upload,2025-01-03 22:57:00
U32,player,login,2025-01-03 20:49:00
U48,coach,login,2025-01-03 03:59:00
U68,analyst,review,2025-01-01 04:25:00
U57,analyst,review,2025-01-07 01:02:00
U62,coach,login,2025-01-03 23:32:00
U82,analyst,login,2025-01-02 18:31:00
U87,player,upload,2025-01-03 09:27:00
U93,analyst,annotate,2025-01-05 12:05:00
U2,analyst,upload,2025-01-02 09:21:00
U77,coach,upload,2025-01-06 11:28:00
U16,player,annotate,2025-01-02 01:49:00
U8,player,login,2025-01-06 00:27:00
U19,analyst,login,2025-01-04 08:32:00
U32,analyst,upload,2025-01-05 03:18:00
U67,player,upload,2025-01-05 15:55:00
U32,player,annotate,2025-01-03 11:14:00
U85,coach,review,2025-01-04 00:32:00
U25,analyst,review,2025-01-06 09:41:00
U53,analyst,login,2025-01-06 20:04:00
U81,player,review,2025-01-07 14:45:00
U25,coach,login,2025-01-02 21:20:00
U33,player,login,2025-01-02 17:48:00
U31,analyst,login,2025-01-03 11:44:00
U36,analyst,annotate,2025-01-04 20:16:00
U87,analyst,upload,2025-01-07 17:28:00
U89,analyst,review,2025-01-02 18:22:00
U49,coach,annotate,2025-01-03 08:04:00
U44,analyst,review,2025-01-02 02:52:00
U48,player,annotate,2025-01-01 07:35:00
U30,coach,review,2025-01-01 03:15:00
U13,coach,review,2025-01-04 12:22:00
U43,analyst,upload,2025-01-02 15:30:00
U93,coach,review,2025-01-07 11:26:00
U16,analyst,annotate,2025-01-06 00:59:00
U91,coach,review,2025-01-06 18:51:00
U26,coach,upload,2025-01-03 03:44:00
U75,player,review,2025-01-07 08:14:00
U47,player,annotate,2025-01-02 20:12:00
U37,player,review,2025-01-01 12:42:00
U3,coach,upload,2025-01-01 04:30:00
U26,player,upload,2025-01-01 15:37:00
U98,player,upload,2025-01-02 12:12:00
U97,player,upload,2025-01-05 04:39:00
U15,coach,login,2025-01-05 02:45:00
U66,analyst,upload,2025-01-07 04:05:00
U28,player,review,2025-01-07 11:55:00
U84,coach,review,2025-01-06 04:07:00
U38,coach,review,2025-01-03 05:10:00
U44,analyst,review,2025-01-07 09:22:00
U53,player,login,2025-01-03 08:15:00
U80,coach,login,2025-01-05 02:27:00
U4,coach,login,2025-01-06 13:59:00
U72,coach,review,2025-01-03 12:59:00
U44,analyst,annotate,2025-01-07 18:57:00
U46,player,annotate,2025-01-05 00:18:00
U84,coach,review,2025-01-06 11:13:00
U26,coach,upload,2025-01-04 20:33:00
U96,coach,upload,2025-01-05 01:55:00
U13,coach,review,2025-01-07 16:06:00
U69,player,upload,2025-01-05 12:58:00
U44,player,upload,2025-01-05 15:09:00
U53,coach,annotate,2025-01-06 03:55:00
U51,coach,review,2025-01-03 06:59:00
U13,coach,login,2025-01-02 17:33:00
U41,analyst,annotate,2025-01-07 15:01:00
U11,analyst,review,2025-01-03 20:36:00
U37,analyst,review,2025-01-06 15:21:00
U60,coach,annotate,2025-01-06 07:35:00
U32,analyst,upload,2025-01-01 01:59:00
U45,player,upload,2025-01-05 14:00:00
U18,analyst,annotate,2025-01-04 12:45:00
U93,coach,review,2025-01-03 15:44:00
U79,player,login,2025-01-06 05:45:00
U20,coach,review,2025-01-01 10:57:00
U44,player,login,2025-01-02 11:33:00
U36,analyst,login,2025-01-07 08:20:00
U69,analyst,review,2025-01-05 04:28:00
U37,player,review,2025-01-05 10:11:00
U33,player,review,2025-01-02 00:12:00
U82,coach,login,2025-01-06 00:18:00
U19,player,upload,2025-01-03 11:45:00
U51,coach,login,2025-01-05 08:27:00
U32,player,login,2025-01-07 01:42:00
U22,player,login,2025-01-02 23:10:00
U1,analyst,annotate,2025-01-02 02:05:00
U54,analyst,upload,2025-01-06 06:52:00
U89,coach,login,2025-01-01 22:46:00
U20,coach,login,2025-01-07 01:39:00
U58,coach,annotate,2025-01-07 08:24:00
U35,player,login,2025-01-05 00:00:00
U70,player,upload,2025-01-05 23:37:00
U70,coach,login,2025-01-04 14:32:00
U61,player,upload,2025-01-07 08:42:00
U63,analyst,upload,2025-01-02 06:36:00
U61,player,review,2025-01-07 03:22:00
U57,analyst,annotate,2025-01-04 23:16:00
U3,coach,annotate,2025-01-05 06:46:00
U95,player,annotate,2025-01-04 00:57:00
U99,coach,review,2025-01-06 22:09:00
U45,analyst,review,2025-01-05 11:57:00
U15,coach,upload,2025-01-06 10:58:00
U17,analyst,annotate,2025-01-03 22:12:00
U15,analyst,review,2025-01-02 12:42:00
U5,coach,review,2025-01-07 02:18:00
U86,analyst,review,2025-01-07 07:55:00
U46,coach,upload,2025-01-04 07:05:00
U11,coach,login,2025-01-04 23:44:00
U64,coach,review,2025-01-05 11:05:00
U92,analyst,review,2025-01-07 00:07:00
U14,analyst,review,2025-01-03 14:26:00
U39,player,annotate,2025-01-05 19:28:00
U67,coach,annotate,2025-01-04 12:15:00
U55,coach,review,2025-01-03 10:46:00
U42,coach,upload,2025-01-02 06:35:00
U75,coach,login,2025-01-06 02:50:00
U94,coach,annotate,2025-01-02 02:19:00
U5,coach,login,2025-01-02 15:19:00
U52,coach,review,2025-01-07 07:02:00
U22,player,annotate,2025-01-04 23:13:00
U77,player,login,2025-01-01 14:47:00
U44,coach,review,2025-01-05 23:31:00
U85,coach,annotate,2025-01-04 02:45:00
U59,player,review,2025-01-05 17:05:00
U25,player,annotate,2025-01-06 14:58:00
U21,coach,login,2025-01-02 03:29:00
U92,coach,login,2025-01-07 07:53:00
U64,player,annotate,2025-01-06 08:34:00
U68,player,upload,2025-01-03 10:11:00
U93,coach,review,2025-01-02 01:31:00
U47,player,login,2025-01-02 13:04:00
U35,coach,upload,2025-01-07 07:53:00
U87,analyst,annotate,2025-01-02 06:40:00
U7,coach,login,2025-01-06 15:06:00
U56,coach,login,2025-01-02 07:26:00
U52,coach,review,2025-01-06 14:21:00
U46,player,upload,2025-01-02 23:51:00
U9,coach,review,2025-01-01 21:38:00
U58,coach,annotate,2025-01-04 03:15:00
U23,player,login,2025-01-06 06:30:00
U3,analyst,upload,2025-01-07 06:51:00
U61,analyst,review,2025-01-02 16:07:00
U9,player,upload,2025-01-01 19:55:00
U53,coach,annotate,2025-01-02 03:05:00
U68,analyst,login,2025-01-04 08:43:00
U49,analyst,upload,2025-01-02 03:30:00
U89,player,annotate,2025-01-07 01:23:00
U70,analyst,annotate,2025-01-03 17:18:00
U48,analyst,login,2025-01-05 01:16:00
U82,player,review,2025-01-01 07:57:00
U7,analyst,login,2025-01-04 05:33:00
U99,coach,login,2025-01-01 01:34:00
U31,player,upload,2025-01-01 11:43:00
U56,coach,upload,2025-01-04 19:19:00
U96,coach,review,2025-01-07 10:28:00
U99,player,annotate,2025-01-05 23:15:00
U61,analyst,upload,2025-01-01 01:46:00
U92,player,review,2025-01-02 06:58:00
U5,analyst,login,2025-01-06 12:38:00
U30,coach,annotate,2025-01-06 13:22:00
U22,analyst,login,2025-01-02 17:10:00
U17,coach,annotate,2025-01-01 16:46:00
U10,coach,upload,2025-01-04 22:32:00
U71,coach,login,2025-01-06 00:23:00
U68,player,login,2025-01-02 03:56:00
U42,analyst,annotate,2025-01-02 19:32:00
U27,analyst,review,2025-01-03 11:15:00
U7,analyst,annotate,2025-01-03 10:41:00
U23,coach,upload,2025-01-01 22:33:00
U75,player,review,2025-01-07 20:53:00
U8,analyst,login,2025-01-06 16:33:00
U8,analyst,login,2025-01-04 01:37:00
U5,player,login,2025-01-04 06:37:00
U71,analyst,upload,2025-01-03 05:32:00
U86,player,login,2025-01-03 07:02:00
U100,player,login,2025-01-07 20:03:00
U2,analyst,review,2025-01-04 20:06:00
U88,player,upload,2025-01-03 23:14:00
U51,player,login,2025-01-06 23:26:00
U66,analyst,review,2025-01-07 01:39:00
U12,coach,login,2025-01-01 07:57:00
U47,analyst,review,2025-01-06 23:12:00
U55,analyst,login,2025-01-02 18:33:00
U26,coach,upload,2025-01-03 11:10:00
U45,player,annotate,2025-01-05 03:32:00
U62,analyst,upload,2025-01-07 10:39:00
U70,coach,review,2025-01-07 12:36:00
U87,coach,login,2025-01-03 20:21:00
U2,analyst,upload,2025-01-03 13:39:00
U26,analyst,login,2025-01-01 20:42:00
U14,coach,upload,2025-01-04 07:22:00
U82,analyst,review,2025-01-02 16:44:00
U57,coach,annotate,2025-01-04 00:29:00
U32,analyst,upload,2025-01-06 11:14:00
U62,coach,login,2025-01-01 21:01:00
U78,analyst,login,2025-01-07 19:01:00
U30,analyst,login,2025-01-01 06:09:00
U13,analyst,review,2025-01-03 22:38:00
U40,player,review,2025-01-05 20:22:00
U31,analyst,annotate,2025-01-01 13:47:00
U37,coach,login,2025-01-02 07:34:00
U45,coach,annotate,2025-01-03 15:55:00
U86,player,login,2025-01-04 20:18:00
U59,player,upload,2025-01-06 09:51:00
U28,player,upload,2025-01-05 03:28:00
U61,analyst,upload,2025-01-03 16:30:00
U19,analyst,login,2025-01-04 11:51:00
U43,coach,upload,2025-01-01 23:47:00
U59,coach,login,2025-01-06 18:28:00
U16,analyst,annotate,2025-01-03 00:30:00
U69,coach,review,2025-01-07 11:50:00
U44,analyst,upload,2025-01-03 03:15:00
U66,player,login,2025-01-07 03:32:00
U10,analyst,login,2025-01-04 16:59:00
U47,analyst,annotate,2025-01-07 15:37:00
U19,analyst,annotate,2025-01-06 03:13:00
U84,coach,review,2025-01-01 18:24:00
U93,analyst,annotate,2025-01-02 12:15:00
U89,analyst,review,2025-01-06 23:04:00
U81,analyst,review,2025-01-04 13:22:00
U51,player,annotate,2025-01-06 11:53:00
U13,analyst,review,2025-01-01 01:56:00
U63,analyst,upload,2025-01-01 22:25:00
U16,analyst,review,2025-01-07 11:42:00
U53,coach,login,2025-01-04 09:47:00
U35,player,login,2025-01-07 11:18:00
U100,player,login,2025-01-03 19:32:00
U59,analyst,annotate,2025-01-06 13:07:00
U39,analyst,login,2025-01-02 07:07:00
U67,coach,annotate,2025-01-05 00:24:00
U73,analyst,login,2025-01-03 15:59:00
U61,coach,review,2025-01-07 22:09:00
U50,analyst,annotate,2025-01-01 04:42:00
U53,coach,login,2025-01-03 09:26:00
U46,player,review,2025-01-03 05:37:00
U52,analyst,annotate,2025-01-07 06:15:00
