event_id,match_id,player_id,event_type,event_timestamp
570,M13,P39,tackle,2025-01-01 00:36:44
571,M3,P12,sprint,2025-01-01 00:35:19
572,M8,P40,shot,2025-01-01 00:59:34
573,M3,P28,sprint,2025-01-01 00:22:29
574,M17,P35,sprint,2025-01-01 00:43:26
575,M13,P1,pass,2025-01-01 01:03:20
576,M10,P3,shot,2025-01-01 00:30:43
577,M17,P43,sprint,2025-01-01 00:59:35
578,M3,P50,shot,2025-01-01 01:10:20
579,M13,P7,tackle,2025-01-01 00:24:38
580,M6,P9,pass,2025-01-01 01:12:05
581,M14,P36,shot,2025-01-01 00:17:08
582,M10,P23,shot,2025-01-01 00:59:44
583,M20,P24,pass,2025-01-01 00:41:22
584,M16,P10,tackle,2025-01-01 00:44:35
585,M18,P50,shot,2025-01-01 00:37:38
586,M13,P48,pass,2025-01-01 00:58:18
587,M10,P12,sprint,2025-01-01 00:34:51
588,M6,P19,pass,2025-01-01 01:08:13
589,M10,P32,sprint,2025-01-01 00:38:11
590,M5,P24,shot,2025-01-01 00:53:58
591,M6,P22,shot,2025-01-01 00:36:15
592,M7,P3,shot,2025-01-01 00:27:33
593,M11,P40,tackle,2025-01-01 01:15:30
594,M16,P27,tackle,2025-01-01 01:16:10
595,M12,P19,sprint,2025-01-01 00:32:54
596,M12,P9,pass,2025-01-01 01:07:12
597,M20,P49,sprint,2025-01-01 01:12:59
598,M5,P13,pass,2025-01-01 00:17:28
599,M16,P2,shot,2025-01-01 00:12:23
600,M6,P36,pass,2025-01-01 00:21:02
601,M9,P29,tackle,2025-01-01 01:26:25
602,M5,P11,pass,2025-01-01 00:49:16
603,M16,P34,pass,2025-01-01 01:02:40
604,M18,P4,shot,2025-01-01 01:26:22
605,M19,P4,shot,2025-01-01 01:05:28
606,M12,P1,tackle,2025-01-01 00:07:36
607,M2,P25,pass,2025-01-01 00:58:21
608,M10,P26,pass,2025-01-01 01:06:41
609,M12,P11,pass,2025-01-01 01:10:54
610,M14,P23,shot,2025-01-01 00:29:54
611,M18,P2,tackle,2025-01-01 01:28:14
612,M19,P19,pass,2025-01-01 00:35:35
613,M6,P29,pass,2025-01-01 01:04:53
614,M5,P40,pass,2025-01-01 01:21:57
615,M16,P4,pass,2025-01-01 00:01:02
616,M14,P16,tackle,2025-01-01 00:20:48
617,M13,P47,tackle,2025-01-01 00:47:51
618,M2,P37,tackle,2025-01-01 01:12:03
619,M2,P27,shot,2025-01-01 00:47:27
620,M12,P5,pass,2025-01-01 00:02:55
621,M1,P15,pass,2025-01-01 00:43:11
622,M19,P23,pass,2025-01-01 00:40:03
623,M16,P49,pass,2025-01-01 00:57:43
624,M7,P3,sprint,2025-01-01 00:57:27
625,M7,P18,tackle,2025-01-01 00:02:31
626,M16,P43,sprint,2025-01-01 01:23:28
627,M6,P26,sprint,2025-01-01 00:30:39
628,M18,P6,shot,2025-01-01 00:38:59
629,M1,P44,shot,2025-01-01 01:13:58
630,M1,P17,pass,2025-01-01 01:15:56
631,M14,P46,sprint,2025-01-01 00:30:05
632,M6,P38,sprint,2025-01-01 00:44:13
633,M6,P42,tackle,2025-01-01 00:26:26
634,M4,P48,sprint,2025-01-01 01:04:05
635,M12,P50,shot,2025-01-01 00:46:32
636,M18,P27,sprint,2025-01-01 00:11:41
637,M10,P20,shot,2025-01-01 01:02:41
638,M3,P6,pass,2025-01-01 00:56:34
639,M3,P35,shot,2025-01-01 00:24:39
640,M8,P12,pass,2025-01-01 00:04:35
641,M1,P48,tackle,2025-01-01 01:18:59
642,M18,P3,pass,2025-01-01 00:23:24
643,M15,P48,sprint,2025-01-01 01:01:53
644,M20,P4,shot,2025-01-01 00:24:21
645,M17,P45,pass,2025-01-01 01:23:51
646,M11,P4,pass,2025-01-01 00:24:05
647,M13,P4,pass,2025-01-01 00:28:26
648,M20,P39,pass,2025-01-01 00:34:12
649,M10,P21,pass,2025-01-01 01:29:13
650,M13,P44,pass,2025-01-01 01:28:15
651,M17,P2,shot,2025-01-01 01:03:46
652,M1,P16,sprint,2025-01-01 00:40:32
653,M20,P7,sprint,2025-01-01 00:00:45
654,M16,P19,pass,2025-01-01 00:04:26
655,M16,P43,shot,2025-01-01 00:50:22
656,M3,P33,pass,2025-01-01 00:26:12
657,M2,P9,tackle,2025-01-01 00:40:02
658,M6,P37,sprint,2025-01-01 00:08:19
659,M11,P17,pass,2025-01-01 00:40:27
660,M3,P27,shot,2025-01-01 00:51:38
661,M1,P33,sprint,2025-01-01 00:25:02
662,M11,P49,shot,2025-01-01 01:11:21
663,M13,P12,tackle,2025-01-01 00:11:06
664,M5,P45,pass,2025-01-01 00:44:17
665,M18,P11,tackle,2025-01-01 00:37:33
666,M15,P13,sprint,2025-01-01 00:39:57
667,M18,P31,pass,2025-01-01 00:39:30
668,M15,P13,sprint,2025-01-01 00:53:08
669,M20,P38,pass,2025-01-01 01:00:32
670,M20,P26,shot,2025-01-01 01:18:43
671,M20,P31,sprint,2025-01-01 00:33:36
672,M7,P22,tackle,2025-01-01 00:56:43
673,M17,P6,tackle,2025-01-01 01:18:54
674,M8,P20,shot,2025-01-01 00:50:57
675,M13,P21,shot,2025-01-01 01:08:43
676,M16,P10,tackle,2025-01-01 00:38:17
677,M10,P19,shot,2025-01-01 00:53:10
678,M14,P35,pass,2025-01-01 00:08:26
679,M6,P26,tackle,2025-01-01 00:14:34
680,M20,P7,sprint,2025-01-01 00:28:56
681,M7,P37,tackle,2025-01-01 00:10:05
682,M6,P8,shot,2025-01-01 00:56:41
683,M17,P5,pass,2025-01-01 00:13:55
684,M8,P44,sprint,2025-01-01 01:13:10
685,M12,P36,tackle,2025-01-01 00:07:07
686,M4,P28,tackle,2025-01-01 00:04:43
687,M10,P50,sprint,2025-01-01 01:12:40
688,M6,P3,pass,2025-01-01 01:09:02
689,M7,P39,shot,2025-01-01 01:16:18
690,M8,P8,shot,2025-01-01 00:52:05
691,M3,P15,shot,2025-01-01 00:55:56
692,M8,P27,shot,2025-01-01 01:01:16
693,M15,P49,sprint,2025-01-01 01:02:06
694,M1,P36,pass,2025-01-01 01:07:02
695,M13,P16,pass,2025-01-01 00:26:48
696,M18,P26,tackle,2025-01-01 00:12:09
697,M15,P45,tackle,2025-01-01 01:05:30
698,M7,P44,pass,2025-01-01 00:32:58
699,M15,P4,tackle,2025-01-01 01:18:51
700,M3,P12,pass,2025-01-01 00:52:40
701,M14,P17,sprint,2025-01-01 01:03:32
702,M20,P41,sprint,2025-01-01 01:22:47
703,M4,P44,shot,2025-01-01 00:29:28
704,M4,P26,pass,2025-01-01 00:47:19
705,M3,P31,sprint,2025-01-01 00:18:15
706,M5,P15,pass,2025-01-01 00:08:03
707,M11,P34,tackle,2025-01-01 01:18:53
708,M8,P29,pass,2025-01-01 00:05:48
709,M2,P9,shot,2025-01-01 00:19:24
710,M16,P14,shot,2025-01-01 01:27:10
711,M10,P36,sprint,2025-01-01 00:14:52
712,M18,P4,tackle,2025-01-01 01:13:12
713,M7,P38,tackle,2025-01-01 00:13:43
714,M5,P37,pass,2025-01-01 00:46:08
715,M7,P24,tackle,2025-01-01 01:04:40
716,M6,P17,shot,2025-01-01 00:16:28
717,M1,P13,sprint,2025-01-01 00:02:52
718,M11,P20,sprint,2025-01-01 01:27:36
719,M13,P17,sprint,2025-01-01 00:31:30
720,M12,P27,tackle,2025-01-01 01:19:23
721,M1,P33,tackle,2025-01-01 01:07:36
722,M15,P21,shot,2025-01-01 00:56:42
723,M1,P17,pass,2025-01-01 01:16:34
724,M3,P22,pass,2025-01-01 01:00:59
725,M15,P25,sprint,2025-01-01 00:47:12
726,M9,P3,sprint,2025-01-01 01:29:26
727,M14,P27,tackle,2025-01-01 00:29:17
728,M8,P27,sprint,2025-01-01 00:53:51
729,M4,P46,shot,2025-01-01 00:03:46
730,M20,P12,shot,2025-01-01 01:20:55
731,M20,P15,sprint,2025-01-01 00:03:39
732,M6,P38,sprint,2025-01-01 01:07:34
733,M1,P20,sprint,2025-01-01 00:40:49
734,M18,P22,sprint,2025-01-01 01:09:46
735,M6,P2,sprint,2025-01-01 00:13:40
736,M14,P4,shot,2025-01-01 00:25:49
737,M11,P45,pass,2025-01-01 01:00:22
738,M17,P13,shot,2025-01-01 00:50:03
739,M9,P32,shot,2025-01-01 01:07:22
740,M7,P22,sprint,2025-01-01 00:56:45
741,M14,P25,pass,2025-01-01 00:53:06
742,M17,P27,sprint,2025-01-01 00:39:14
743,M8,P17,shot,2025-01-01 01:09:25
744,M16,P6,pass,2025-01-01 00:02:14
745,M12,P43,tackle,2025-01-01 01:12:57
746,M12,P16,sprint,2025-01-01 00:59:14
747,M5,P8,tackle,2025-01-01 01:00:19
748,M5,P33,tackle,2025-01-01 01:19:14
749,M14,P10,tackle,2025-01-01 00:12:46
750,M6,P34,tackle,2025-01-01 00:27:15
751,M7,P19,pass,2025-01-01 00:39:24
752,M17,P14,sprint,2025-01-01 00:25:46
753,M9,P3,pass,2025-01-01 00:55:42
754,M13,P41,sprint,2025-01-01 00:34:56
755,M9,P23,sprint,2025-01-01 00:34:37
756,M16,P40,sprint,2025-01-01 00:10:49
757,M4,P11,pass,2025-01-01 00:53:02
758,M2,P47,shot,2025-01-01 01:23:36
759,M13,P6,tackle,2025-01-01 00:03:58
760,M13,P34,shot,2025-01-01 01:18:05
761,M19,P1,shot,2025-01-01 00:07:32
762,M12,P35,shot,2025-01-01 00:54:24
763,M4,P25,tackle,2025-01-01 00:40:52
764,M10,P29,shot,2025-01-01 00:21:07
765,M16,P23,tackle,2025-01-01 01:27:44
766,M19,P18,tackle,2025-01-01 00:42:58
767,M8,P14,tackle,2025-01-01 00:18:35
768,M6,P17,sprint,2025-01-01 01:28:14
769,M4,P2,sprint,2025-01-01 01:23:13
770,M7,P31,shot,2025-01-01 00:09:22
771,M14,P19,sprint,2025-01-01 01:02:01
772,M13,P32,tackle,2025-01-01 00:18:45
773,M5,P28,sprint,2025-01-01 00:18:29
774,M9,P41,tackle,2025-01-01 01:15:21
775,M3,P8,pass,2025-01-01 00:09:34
776,M10,P42,sprint,2025-01-01 01:10:50
777,M15,P41,shot,2025-01-01 01:22:58
778,M20,P40,pass,2025-01-01 00:39:27
779,M17,P39,pass,2025-01-01 00:48:46
780,M6,P22,sprint,2025-01-01 00:06:10
781,M3,P24,sprint,2025-01-01 00:28:53
782,M18,P38,shot,2025-01-01 00:59:18
783,M5,P2,pass,2025-01-01 01:18:03
784,M13,P41,tackle,2025-01-01 00:10:23
785,M1,P41,sprint,2025-01-01 01:05:58
786,M17,P19,pass,2025-01-01 00:59:57
787,M3,P41,pass,2025-01-01 01:17:26
788,M19,P2,tackle,2025-01-01 00:14:36
789,M20,P28,pass,2025-01-01 00:32:02
790,M12,P32,sprint,2025-01-01 01:03:48
791,M8,P19,tackle,2025-01-01 01:17:40
792,M8,P16,sprint,2025-01-01 00:29:32
793,M15,P30,shot,2025-01-01 00:57:17
794,M11,P22,pass,2025-01-01 00:23:44
795,M20,P14,sprint,2025-01-01 00:03:22
796,M1,P1,sprint,2025-01-01 01:27:00
797,M16,P45,shot,2025-01-01 00:41:40
798,M14,P2,pass,2025-01-01 00:02:59
799,M7,P22,sprint,2025-01-01 00:44:45
800,M6,P46,tackle,2025-01-01 00:04:43
801,M4,P33,sprint,2025-01-01 00:31:56
802,M8,P15,sprint,2025-01-01 00:49:56
803,M19,P50,sprint,2025-01-01 01:01:41
804,M3,P41,sprint,2025-01-01 01:21:58
805,M4,P22,pass,2025-01-01 00:00:43
806,M13,P40,sprint,2025-01-01 00:18:15
807,M2,P39,shot,2025-01-01 00:03:37
808,M11,P41,sprint,2025-01-01 01:11:03
809,M16,P41,tackle,2025-01-01 01:09:53
810,M10,P11,tackle,2025-01-01 00:10:59
811,M15,P4,sprint,2025-01-01 01:00:48
812,M10,P7,sprint,2025-01-01 00:04:43
813,M2,P21,shot,2025-01-01 00:26:42
814,M6,P7,shot,2025-01-01 01:09:57
815,M14,P4,pass,2025-01-01 00:10:07
816,M2,P12,pass,2025-01-01 01:19:45
817,M10,P27,tackle,2025-01-01 00:05:22
818,M17,P17,sprint,2025-01-01 00:43:56
819,M8,P20,sprint,2025-01-01 00:42:00
820,M16,P31,shot,2025-01-01 01:03:49
821,M14,P26,shot,2025-01-01 01:25:16
822,M10,P31,pass,2025-01-01 00:35:13
823,M13,P35,pass,2025-01-01 00:17:56
824,M1,P9,tackle,2025-01-01 01:21:11
825,M10,P5,shot,2025-01-01 01:05:17
826,M12,P48,sprint,2025-01-01 00:33:55
827,M17,P8,shot,2025-01-01 00:06:01
828,M14,P21,shot,2025-01-01 00:48:32
829,M5,P16,shot,2025-01-01 00:30:42
830,M19,P16,pass,2025-01-01 00:28:44
831,M5,P18,sprint,2025-01-01 00:53:21
832,M15,P47,sprint,2025-01-01 00:30:08
833,M13,P28,pass,2025-01-01 00:26:51
834,M17,P18,pass,2025-01-01 01:28:53
835,M1,P14,sprint,2025-01-01 01:28:14
836,M14,P48,tackle,2025-01-01 01:29:46
837,M4,P37,shot,2025-01-01 00:20:19
838,M9,P40,sprint,2025-01-01 00:16:22
839,M17,P16,pass,2025-01-01 00:56:51
840,M3,P21,sprint,2025-01-01 00:25:47
841,M13,P1,shot,2025-01-01 00:33:07
842,M12,P11,sprint,2025-01-01 01:20:42
843,M16,P11,pass,2025-01-01 01:02:08
844,M4,P2,tackle,2025-01-01 00:37:52
845,M18,P32,pass,2025-01-01 00:46:58
846,M3,P19,tackle,2025-01-01 00:40:39
847,M17,P5,shot,2025-01-01 01:06:37
848,M1,P3,pass,2025-01-01 01:09:21
849,M19,P28,sprint,2025-01-01 00:27:59
850,M4,P26,pass,2025-01-01 00:40:40
851,M17,P23,pass,2025-01-01 00:17:34
852,M7,P30,shot,2025-01-01 01:17:36
853,M2,P8,tackle,2025-01-01 00:30:28
854,M12,P36,tackle,2025-01-01 00:34:39
855,M5,P29,sprint,2025-01-01 00:59:56
856,M16,P13,pass,2025-01-01 00:19:12
857,M8,P25,shot,2025-01-01 00:26:33
858,M8,P22,tackle,2025-01-01 01:07:13
859,M13,P46,sprint,2025-01-01 00:19:37
860,M14,P33,tackle,2025-01-01 00:38:00
861,M11,P37,sprint,2025-01-01 01:18:18
862,M6,P7,tackle,2025-01-01 00:15:30
863,M16,P23,sprint,2025-01-01 01:22:34
864,M15,P6,tackle,2025-01-01 00:48:23
865,M16,P15,tackle,2025-01-01 01:14:24
866,M13,P15,pass,2025-01-01 00:31:19
867,M12,P40,sprint,2025-01-01 00:25:52
868,M18,P34,sprint,2025-01-01 01:00:56
869,M18,P14,pass,2025-01-01 00:53:16
870,M14,P29,pass,2025-01-01 00:48:05
871,M2,P16,tackle,2025-01-01 00:54:07
872,M2,P29,tackle,2025-01-01 01:29:13
873,M3,P23,tackle,2025-01-01 00:08:12
874,M8,P10,pass,2025-01-01 00:18:32
875,M11,P47,tackle,2025-01-01 00:32:25
876,M12,P4,pass,2025-01-01 01:14:31
877,M4,P12,tackle,2025-01-01 01:16:06
878,M9,P42,pass,2025-01-01 00:07:28
879,M17,P34,sprint,2025-01-01 00:40:10
880,M16,P4,shot,2025-01-01 00:07:53
881,M17,P20,tackle,2025-01-01 00:39:46
882,M15,P28,tackle,2025-01-01 00:40:10
883,M20,P28,pass,2025-01-01 01:27:59
884,M7,P6,sprint,2025-01-01 00:10:24
885,M10,P14,sprint,2025-01-01 01:16:36
886,M4,P35,tackle,2025-01-01 01:21:44
887,M14,P47,pass,2025-01-01 00:44:50
888,M14,P1,pass,2025-01-01 00:37:14
889,M14,P19,shot,2025-01-01 00:40:13
890,M14,P1,sprint,2025-01-01 00:00:15
891,M20,P13,shot,2025-01-01 00:20:35
892,M18,P8,sprint,2025-01-01 00:27:10
893,M15,P18,tackle,2025-01-01 00:07:43
894,M19,P35,tackle,2025-01-01 00:59:21
895,M13,P23,pass,2025-01-01 01:04:59
896,M12,P50,pass,2025-01-01 00:02:23
897,M19,P26,pass,2025-01-01 01:15:55
898,M19,P41,sprint,2025-01-01 00:19:37
899,M20,P38,pass,2025-01-01 00:00:13
900,M2,P20,tackle,2025-01-01 01:00:12
901,M3,P2,shot,2025-01-01 00:11:21
902,M10,P26,tackle,2025-01-01 01:09:41
903,M5,P36,tackle,2025-01-01 00:07:16
904,M12,P25,tackle,2025-01-01 00:24:22
905,M7,P30,shot,2025-01-01 00:57:13
906,M9,P18,tackle,2025-01-01 01:21:32
907,M2,P7,sprint,2025-01-01 00:54:37
908,M10,P27,sprint,2025-01-01 00:36:00
909,M6,P11,shot,2025-01-01 00:19:39
910,M12,P37,sprint,2025-01-01 01:16:11
911,M6,P8,pass,2025-01-01 01:27:16
912,M3,P11,sprint,2025-01-01 00:14:10
913,M10,P24,tackle,2025-01-01 00:35:18
914,M9,P30,sprint,2025-01-01 00:11:34
915,M20,P30,pass,2025-01-01 00:43:58
916,M5,P15,pass,2025-01-01 00:01:27
917,M3,P35,pass,2025-01-01 00:39:24
918,M5,P39,tackle,2025-01-01 00:45:45
919,M8,P24,pass,2025-01-01 01:25:23
920,M8,P8,tackle,2025-01-01 00:44:20
921,M14,P43,pass,2025-01-01 00:28:21
922,M17,P42,tackle,2025-01-01 00:12:34
923,M11,P20,tackle,2025-01-01 01:21:29
924,M16,P41,tackle,2025-01-01 00:38:26
925,M6,P47,sprint,2025-01-01 01:29:57
926,M11,P26,pass,2025-01-01 00:45:28
927,M10,P24,tackle,2025-01-01 00:18:47
928,M9,P22,pass,2025-01-01 00:40:19
929,M15,P5,sprint,2025-01-01 00:59:44
930,M7,P15,shot,2025-01-01 00:16:50
931,M18,P36,pass,2025-01-01 00:49:36
932,M1,P37,pass,2025-01-01 00:12:28
933,M15,P29,sprint,2025-01-01 00:17:14
934,M2,P15,tackle,2025-01-01 01:18:25
935,M2,P27,pass,2025-01-01 00:51:05
936,M10,P49,shot,2025-01-01 01:18:49
937,M20,P8,sprint,2025-01-01 00:24:24
938,M15,P29,tackle,2025-01-01 01:06:36
939,M10,P19,pass,2025-01-01 00:55:56
940,M19,P31,pass,2025-01-01 00:55:57
941,M13,P9,sprint,2025-01-01 00:45:34
942,M11,P10,tackle,2025-01-01 00:04:53
943,M2,P37,tackle,2025-01-01 00:55:42
944,M13,P10,sprint,2025-01-01 00:21:32
945,M1,P33,pass,2025-01-01 00:58:13
946,M5,P25,pass,2025-01-01 01:23:12
947,M7,P4,tackle,2025-01-01 01:11:13
948,M13,P5,tackle,2025-01-01 01:02:02
949,M13,P23,shot,2025-01-01 00:54:33
950,M20,P39,shot,2025-01-01 01:12:41
951,M6,P5,shot,2025-01-01 00:19:46
952,M20,P8,tackle,2025-01-01 01:13:42
953,M12,P17,tackle,2025-01-01 00:16:40
954,M8,P1,tackle,2025-01-01 00:11:24
955,M9,P50,pass,2025-01-01 00:29:33
956,M18,P12,sprint,2025-01-01 00:38:21
957,M11,P35,tackle,2025-01-01 01:00:58
958,M20,P14,pass,2025-01-01 00:06:17
959,M11,P48,tackle,2025-01-01 00:22:56
960,M15,P18,sprint,2025-01-01 00:06:53
961,M9,P10,tackle,2025-01-01 00:21:57
962,M3,P15,pass,2025-01-01 00:49:54
963,M17,P42,tackle,2025-01-01 01:08:51
964,M17,P33,tackle,2025-01-01 00:02:38
965,M3,P19,tackle,2025-01-01 00:05:34
966,M19,P34,shot,2025-01-01 00:11:59
967,M9,P45,tackle,2025-01-01 00:51:47
968,M17,P25,pass,2025-01-01 00:39:52
969,M18,P16,pass,2025-01-01 01:19:04
970,M15,P8,pass,2025-01-01 00:06:40
971,M1,P35,tackle,2025-01-01 00:17:31
972,M10,P21,sprint,2025-01-01 00:38:04
973,M8,P19,pass,2025-01-01 00:11:12
974,M10,P46,shot,2025-01-01 00:44:05
975,M2,P11,sprint,2025-01-01 00:57:19
976,M19,P44,pass,2025-01-01 00:12:58
977,M14,P11,tackle,2025-01-01 00:05:39
978,M8,P11,shot,2025-01-01 00:18:20
979,M19,P22,pass,2025-01-01 00:13:35
980,M1,P21,shot,2025-01-01 00:54:46
981,M16,P27,sprint,2025-01-01 00:16:29
982,M15,P18,pass,2025-01-01 01:08:03
983,M20,P42,tackle,2025-01-01 00:42:16
984,M5,P48,shot,2025-01-01 00:06:54
985,M3,P40,pass,2025-01-01 00:23:56
986,M17,P38,sprint,2025-01-01 00:34:09
987,M10,P30,sprint,2025-01-01 00:59:03
988,M5,P45,pass,2025-01-01 00:54:32
989,M11,P47,sprint,2025-01-01 00:12:12
990,M6,P45,shot,2025-01-01 01:29:47
991,M4,P33,shot,2025-01-01 01:20:38
992,M7,P21,shot,2025-01-01 00:18:45
993,M19,P2,shot,2025-01-01 00:21:16
994,M7,P13,sprint,2025-01-01 00:12:54
995,M14,P2,pass,2025-01-01 00:12:19
996,M17,P43,sprint,2025-01-01 01:06:55
997,M17,P45,sprint,2025-01-01 00:16:35
998,M13,P31,pass,2025-01-01 00:34:10
999,M1,P10,pass,2025-01-01 00:58:12
1000,M2,P23,tackle,2025-01-01 00:24:05
1001,M18,P22,shot,2025-01-01 01:22:49
1002,M4,P47,pass,2025-01-01 00:54:11
1003,M13,P29,sprint,2025-01-01 00:41:47
1004,M1,P33,shot,2025-01-01 01:24:18
1005,M4,P31,shot,2025-01-01 00:08:01
1006,M2,P14,sprint,2025-01-01 01:09:46
1007,M4,P10,pass,2025-01-01 01:22:08
1008,M16,P18,shot,2025-01-01 01:21:31
1009,M4,P11,shot,2025-01-01 00:47:16
1010,M9,P39,shot,2025-01-01 01:04:21
1011,M17,P47,shot,2025-01-01 00:40:42
1012,M20,P3,shot,2025-01-01 00:37:20
1013,M2,P2,sprint,2025-01-01 01:01:17
1014,M3,P8,pass,2025-01-01 00:32:00
1015,M15,P31,pass,2025-01-01 00:17:42
1016,M7,P8,shot,2025-01-01 00:26:09
1017,M4,P43,shot,2025-01-01 00:41:07
1018,M12,P48,shot,2025-01-01 01:04:53
1019,M1,P2,sprint,2025-01-01 00:27:22
1020,M17,P22,sprint,2025-01-01 00:20:37
1021,M4,P5,tackle,2025-01-01 01:21:00
1022,M4,P7,shot,2025-01-01 00:14:15
1023,M9,P20,tackle,2025-01-01 00:05:44
1024,M10,P28,tackle,2025-01-01 00:32:43
1025,M19,P13,tackle,2025-01-01 00:24:45
1026,M19,P2,pass,2025-01-01 00:30:18
1027,M15,P32,tackle,2025-01-01 00:17:06
1028,M17,P26,shot,2025-01-01 00:37:13
1029,M7,P3,sprint,2025-01-01 00:28:30
1030,M3,P41,shot,2025-01-01 01:17:31
1031,M5,P42,sprint,2025-01-01 01:27:54
1032,M16,P13,pass,2025-01-01 01:13:42
1033,M7,P21,pass,2025-01-01 00:56:37
1034,M16,P45,shot,2025-01-01 00:39:31
1035,M9,P37,pass,2025-01-01 00:37:12
1036,M1,P23,sprint,2025-01-01 00:52:10
1037,M3,P7,pass,2025-01-01 00:10:34
1038,M8,P17,tackle,2025-01-01 01:13:03
1039,M18,P28,tackle,2025-01-01 01:07:02
1040,M18,P47,pass,2025-01-01 00:31:18
1041,M19,P30,shot,2025-01-01 00:47:55
1042,M7,P5,tackle,2025-01-01 01:23:37
1043,M20,P24,sprint,2025-01-01 00:10:22
1044,M6,P7,shot,2025-01-01 00:19:55
1045,M11,P34,pass,2025-01-01 00:34:35
1046,M5,P50,shot,2025-01-01 00:52:52
1047,M12,P42,shot,2025-01-01 00:25:54
1048,M1,P33,shot,2025-01-01 01:03:26
1049,M19,P27,shot,2025-01-01 01:25:01
1050,M11,P14,pass,2025-01-01 00:17:12
1051,M15,P19,pass,2025-01-01 00:46:34
1052,M16,P48,tackle,2025-01-01 01:28:30
1053,M3,P38,tackle,2025-01-01 00:15:41
1054,M11,P12,sprint,2025-01-01 01:08:15
1055,M11,P3,sprint,2025-01-01 00:11:23
1056,M10,P7,tackle,2025-01-01 00:53:14
1057,M2,P35,tackle,2025-01-01 00:35:42
1058,M20,P25,shot,2025-01-01 01:15:12
1059,M5,P49,tackle,2025-01-01 01:06:33
1060,M8,P15,sprint,2025-01-01 00:41:58
1061,M13,P19,tackle,2025-01-01 00:59:29
1062,M15,P19,shot,2025-01-01 00:39:38
1063,M2,P23,sprint,2025-01-01 01:04:41
1064,M12,P11,pass,2025-01-01 01:07:40
1065,M8,P21,tackle,2025-01-01 00:18:01
1066,M19,P34,pass,2025-01-01 00:24:47
1067,M1,P39,sprint,2025-01-01 00:30:18
1068,M8,P7,tackle,2025-01-01 00:13:11
1069,M10,P42,pass,2025-01-01 01:26:18
1070,M13,P44,tackle,2025-01-01 00:19:40
1071,M5,P27,pass,2025-01-01 01:11:33
1072,M9,P50,pass,2025-01-01 00:52:06
1073,M10,P23,sprint,2025-01-01 01:21:06
1074,M14,P38,tackle,2025-01-01 01:08:03
1075,M11,P20,pass,2025-01-01 00:46:51
1076,M14,P27,tackle,2025-01-01 01:20:29
1077,M3,P8,tackle,2025-01-01 00:15:28
1078,M16,P37,shot,2025-01-01 00:54:17
1079,M20,P3,sprint,2025-01-01 00:22:25
1080,M17,P2,tackle,2025-01-01 01:19:51
1081,M5,P22,tackle,2025-01-01 01:00:20
1082,M7,P6,tackle,2025-01-01 00:18:25
1083,M17,P39,sprint,2025-01-01 01:04:15
1084,M20,P40,sprint,2025-01-01 00:21:29
1085,M11,P36,tackle,2025-01-01 00:03:05
1086,M12,P44,sprint,2025-01-01 00:45:38
1087,M2,P24,shot,2025-01-01 01:22:29
1088,M19,P12,sprint,2025-01-01 01:24:33
1089,M5,P17,shot,2025-01-01 00:45:43
1090,M11,P22,shot,2025-01-01 00:58:52
1091,M19,P19,shot,2025-01-01 00:53:24
1092,M7,P9,pass,2025-01-01 00:27:30
1093,M6,P12,sprint,2025-01-01 00:48:35
1094,M11,P32,tackle,2025-01-01 00:36:22
1095,M14,P31,shot,2025-01-01 00:26:09
1096,M4,P17,tackle,2025-01-01 00:40:52
1097,M8,P23,shot,2025-01-01 00:59:51
1098,M9,P10,tackle,2025-01-01 00:27:20
1099,M2,P30,pass,2025-01-01 00:17:29
1100,M11,P19,shot,2025-01-01 00:47:33
1101,M20,P26,pass,2025-01-01 00:41:43
1102,M7,P26,pass,2025-01-01 00:07:38
1103,M4,P11,sprint,2025-01-01 00:20:48
1104,M14,P20,tackle,2025-01-01 00:58:45
1105,M1,P45,shot,2025-01-01 01:29:45
1106,M12,P4,pass,2025-01-01 00:53:43
1107,M19,P47,tackle,2025-01-01 01:01:50
1108,M5,P12,sprint,2025-01-01 01:22:11
1109,M8,P25,tackle,2025-01-01 01:02:14
1110,M11,P10,tackle,2025-01-01 01:20:37
1111,M4,P22,sprint,2025-01-01 00:28:17
1112,M15,P7,sprint,2025-01-01 00:23:26
1113,M20,P24,sprint,2025-01-01 00:19:19
1114,M12,P2,pass,2025-01-01 00:39:37
1115,M20,P32,tackle,2025-01-01 00:51:23
1116,M10,P21,sprint,2025-01-01 01:12:46
1117,M16,P7,tackle,2025-01-01 01:13:16
1118,M8,P8,tackle,2025-01-01 00:04:42
1119,M20,P38,pass,2025-01-01 00:07:34
1120,M8,P21,tackle,2025-01-01 00:53:25
1121,M6,P8,pass,2025-01-01 00:44:36
1122,M3,P25,sprint,2025-01-01 00:25:37
1123,M8,P28,sprint,2025-01-01 01:20:20
1124,M10,P28,tackle,2025-01-01 00:17:45
1125,M5,P31,pass,2025-01-01 00:42:16
1126,M11,P36,pass,2025-01-01 01:22:49
1127,M4,P25,shot,2025-01-01 01:20:05
1128,M17,P41,shot,2025-01-01 01:18:47
1129,M3,P37,sprint,2025-01-01 00:36:26
1130,M18,P38,sprint,2025-01-01 00:26:43
1131,M8,P12,shot,2025-01-01 00:13:42
1132,M12,P37,pass,2025-01-01 00:20:59
1133,M16,P37,tackle,2025-01-01 01:23:35
